id,title,Ingredients,Directions,numberofsteps,recipe_id
5852,Arakas,"
* 1 kg [[peas]]
* 250 g [[tomato]]es, finely sliced
* 1 large [[onion]], thinly sliced
* 150 ml [[water]]
* [[salt]]
* 150 ml [[olive oil]]
* 6 teaspoons fresh [[dill]], chopped
","== Directions ==
# Shell the [[peas]], if needed.
# Rinse them in cold [[water]] and drain.
# SautÌ© the [[onion]]s in the [[olive oil]].
# Add the [[tomato]]es, [[peas]], [[salt]] and the dill.
# Add the [[water]] and bring to a boil.
# Stir, cover and cook slowly for about 50 minutes.
",6,80
5912,Estonian Marzipan,"
* 150 g [[almond]]s
* 1 [[egg white]]
* 150 g [[powdered sugar]]
","== Directions ==
# Dry the [[almond]]s and then crush them as fine as possible.
# Combine the [[almond]]s with the [[egg]] white and mix into a uniform paste along with gradually adding the [[granulated sugar|sugar]].
# Mix it until it attains a consistent elasticity.
# Form the dough into decorations for cakes or sweets.
",4,81
6178,German Buttercreme,"=
* 1 package [[vanilla]] pudding mix 
* 250 g [[butter]], unsalted 
","== Directions ==
# Prepare pudding according to package direction. 
# Cover (so it will not get that icky skin) and let completely cool down over night.
# Do NOT put it in the fridge.
# Lay [[butter]] next to it, so [[butter]] and pudding will have the same temperature later. 
# On the next day, mix [[butter]] with mixer on medium speed until it is fluffy. 
# Add pudding- one spoon after the other.
# Mix constantly. 
# If pudding is mixed completely with the [[butter]], blend everything well some seconds, so that it is mixed up completely and is free of lumps. 
# TIP: Please do not use fat reduced products or a cheap pudding- the taste will not as good as with rich ingredients
== See also ==
",9,82
6537,Spanish Saffron Meatballs,"
* 2 lbs 96% lean [[ground beef]]
* 2 lbs ground [[pork]]
* 4 slices stone ground whole-wheat bread
* å_ cup tightly packed [[parsley]]
* 4 cloves [[garlic]]
* 4 slices [[bacon]]
* 4 [[egg]]s
* å_ cup [[milk]]
* 1 tablespoon [[olive oil]]
* å_ teaspoon [[black pepper]]
* baking [[cooking spray]] (I use [[olive oil]] Pam)
* 3 tablespoons [[olive oil]]
=== Gravy ===
* å_ cup finely diced [[onion]]s
* 3 tablespoons [[olive oil]]
* 4 teaspoons [[flour]] (I use Wondra)
* å_ teaspoon [[paprika]]
* 1 (16 ounces) can [[beef broth]]
* 4 cloves [[garlic]]
* å_ cup tightly packed [[parsley]]
* å_ teaspoon [[saffron]] threads
* å_ teaspoon [[salt]]
","== Directions ==
# Place the [[ground beef]] and ground [[pork]] into a large bowl.
# Place the sliced bread into the food processor. Pulse into fine bread crumbs and add to the bowl.
# Place the [[parsley]] and [[garlic]] into the food processor and pulse until finely minced and add to the bowl.
# Cut the [[bacon]] slices into 2&quot; pieces.
# Place in the food processor with the [[milk]], and 1 tbsp [[olive oil]]. Pulse until the [[bacon]] has developed a ground meat texture.
# Add the [[egg]]s and process for a few more seconds.
# Add the [[bacon]] mixture and [[black pepper]] to the bowl. Mix until all the ingredients are thoroughly blended.
# Form into 1&quot; meatballs. (You should have approximately 120 meatballs)
# Preheat the oven to 350&amp;nbsp;å¡F degrees.
# Place the meatballs on a jelly roll pan, or cake pans that have been sprayed with baking spray.
# Drizzle the meatballs with 3 tbsp of [[olive oil]].
# Bake for 30 minutes or until lightly browned.
# Allow the meatballs to cool until easy to handle.
=== Gravy ===
# In a Dutch Oven saute the finely diced [[onion]] in 3 tbsp of [[olive oil]].
# Once the [[onion]] has started to brown add the [[flour]], stir, and remove from the heat.
# Add the [[paprika]], [[beef broth]], and stir again.
=== Finishing and serving ===
# Add the meatballs, and cook over medium low heat for approximately 30 minutes, or until the gravy has reduced and thickened slightly.
# Stir as needed to coat the meatballs, but be very gentle with the meatballs so they don't break apart.
# Allow the meatballs to cool and place in the refrigerator.
# 45 minutes before serving; Place the remaining [[garlic]], [[parsley]], [[saffron]] threads, and [[salt]] in the food processor.
# Pulse until finely minced.
# Heat the meatballs and gravy, once they are warm add the [[saffron]] mixture and allow to cook for 10 more minutes.
",22,83
6625,Ham and Cabbage Hash,"
* 2 cups cooked [[potato]]es, chopped
* 2 cups cooked [[ham]], chopped
* 2 cups [[cabbage]], chopped
* 1 cup [[carrot]]s, shredded
* å_ cup [[onion]]s, chopped
* 1 tablespoon [[butter]], softened
* 1 tsp [[Worcestershire sauce]]
* ‰ÉÝ teaspoon [[pepper]]
","== Directions ==
# Melt [[butter]] in a large frying pan.
# Add [[cabbage]], [[onion]] and [[carrot]]s.
# Cook until vegetables are tender.
# Add in [[potato]]es, [[ham]], Worscestershire sauce and [[pepper]].
# Cook over medium heat for 5 minutes.
# Stir occasionally.
",6,84
6657,Aloo Chips,"
* 500 gm potatoes- peeled
* 1 tbsp [[salt]]
","== Directions ==
# Slice the [[Potato]]es, very thin, using a slicer, so that the slices are even. 
# Heat [[water]], in a large container, large enough to take in the sliced [[potato]]es. 
# Add the [[salt]] and when the [[water]] comes to a boil, add the [[potato]]es, keeping the heat high. #When it comes to a boil again, drain the [[water]] and dry the [[potato]]es in the sun. 
# Store in airtight containers and fry when ready to eat.
",5,85
6745,Ginger Pork Dumplings,"
* 1 3/4 cups [[flour|all-purpose flour]] plus additional for dusting
* 1 (2-inch) piece peeled [[ginger|fresh ginger]]
* 1/2 cup light soy sauce
* 1 bunch scallions, thinly sliced
* 3/4 lb ground [[Pork]] (from shoulder; not lean)
","== Directions ==
# Mix [[flour]] and half a cup lukewarm [[water]] in a bowl until the dough forms. 
# Knead on a lightly floured surface until all the lumps have been removed. 
# Wrap the dough in plastic for 10 - 12 minutes at room temp. 
# Chop half the [[ginger]] into fine little bits and cut the other half into small one inch sticks. #Add five tablespoons of soy sauce to the longer sticks of [[ginger]].
# Chop the scallions and add them to a bowl with [[Pork]], finely chopped [[ginger]], and remaining 3 tablespoons soy sauce. Mix the contents of the bowl and then chill. 
# Roll the dough into a 26 inch sheet that is less than 1/8 of an inch thick. Cut out 24 round shapes. 
# Add 2 teaspoons of pork mix to the dumplings. Pinch edges to seal. 
# Boil dumplings for 6 - 8 minutes.
",9,86
6750,Taskebab,"
* 1 kg / 2 lb meat in squares
* one sliced [[onion]]
* 1 litre / 1 quart of liquid [[tomato paste]] for cooking
* 2 spoons of [[granulated sugar|sugar]]
* å_ cup [[olive oil]]
* [[salt]], [[pepper]] and [[oregano]] seasoning
","== Directions ==
# Chop the [[onion]] and brown in a pot with the [[oil]].
# Add the meat and brown the sides.
# Sprinkle [[salt]] and [[pepper]].
# Add the [[granulated sugar|sugar]], cover with the [[tomato juice]] and add the same amount of [[water]].
# Let cook for an hour or more until the meat is soft (in a pressure cooker it takes 20 minutes).
# Serve with [[rice]] or fries/chips.
",6,87
6769,Pilafi me Garides,"
* 1å_ pounds [[shrimp]]s
* 1 medium [[onion]]
* 3 stalks [[celery]]
* 1å_ cups [[oil]]
* 1 medium [[onion]], chopped
* 1å_ pounds [[tomato]]es, peeled, strained or 1 tablespoon [[tomato]] paste diluted with 1 cup [[water]]
* 2å_ cups raw [[rice]]
* [[salt]]
","== Directions ==
# Wash the shrimps and put into pot.
# Add enough [[water]] to cover.
# Add [[salt]] and whole [[onion]] and [[celery]], and bring to a boil.
# Cook for 5 minutes.
# Remove the shrimps with slotted spoon and keep the liquid.
# Shell and devein the [[shrimp]].
# Heat the [[oil]] in pot.
# Saute chopped [[onion]]s until light golden.
# Add shrimps, turning 2 or 3 times.
# Add [[tomato]]es (or [[tomato]] paste).
# Cook about 5 minutes.
# More, then remove shrimps.
# Set aside and keep warm.
# Measure liquid in which [[shrimp]] were boiled, allowing 2å_ cups.
# For each cup of [[rice]].
# Add liquid to the pot with the [[tomato]] sauce.
# Bring to the boil and add the [[rice]].
# Stir for the first few minutes to prevent sticking.
# Cook about 12 to 15 minutes.
# Until the [[rice]] is tender but has not absorbed all of the liquid.
# Add ‰ÉÓ of the shrimps.
# Mix well.
# Remove the pot from the heat.
# Cover with a clean towel and cover the towel with the lid.
# Let stand 5 to 10 minutes.
# , until all liquid is absorbed.
# Mold [[rice]] into a pyramid shape.
# Garnish with remaining [[shrimp]].
",28,88
6865,Lefsekling from Telemark,"
* 5 dl (2 cups) full fat [[milk]]
* 3 tablespoons [[margarine]]
* 500 g (8å_ dl, 3å_ cups) [[flour]]
* [[flour]]
","== Directions ==
# Bring [[milk]] and [[margarine]] to a boil.
# Pour over the [[flour]].
# Stir to make a thick porridge.
# Cover and refrigerate overnight.
# Knead in [[flour]] to make a pliable dough.
# Divide the dough into pieces of equal size.
# Roll out into thin sheets and cook on a griddle , rolled side down.
# Immediately as the lefse are placed on the griddle, sprinkle with lukewarm [[water]].
# Cook until light brown on both sides with small golden bubbles and crisp.
# Store in a dark, cool place.
# These keep well.
# Soften in a damp cloth.
# Spread with [[butter]] and sprinkle with [[granulated sugar|sugar]] if served with [[coffee]].
",13,89
6870,Potato Lefse I,"
* 3 large baking [[potato]]es
* 2 T [[butter]]
* å_ cup (å_ dl) [[heavy cream]]
* å_ tsp. [[Granulated sugar|Sugar]]
* 1 tsp. [[salt]]
* 1 cup (2å_ dl) [[flour]], or more
","== Directions ==
# Boil the [[potato]]es without peeling, peel and mash while still warm and put into ricer.
# Add the remaining ingredients, mix well, cover and chill for 8 hours or overnight.
# Mix in å_ cup [[flour]].
# Divide into 15-16 balls if you want dinner-plate size.
# Using a grooved rolling pin with sock, and pastry canvas, roll each ball out. 
# Use [[flour]], and keep balance of dough in the refrigerator. 
# Bake each lefse on medium to hot griddle.
",7,90
7209,Grilled Crab,"
                                                                                
* 1&amp;nbsp;kg pre-scored easy-snap crab, defrosted
* Garlic-[[lemon]] [[butter]]:
* 2 cloves [[garlic]], pressed or minced
* 125 g [[butter]]
* 25 mL fresh [[lemon juice]]
* 1 dash [[worcestershire sauce]]
* 1 pinch freshly ground [[black pepper]]
* 15 mL fresh herbs, chopped (e.g. [[thyme]], [[chives]] or [[parsley]])
                                                                               
                                                                                
","== Directions ==
                                                                                
# Melt [[butter]].
# Mix with [[garlic]], [[lemon juice]] and [[worcestershire sauce]] and season to taste with [[pepper]].
# Cook 4‰ÛÒ5 minutes over low heat, remove from heat and stir in herbs.
# Grill crab, turning and basting with garlic-[[lemon]] [[butter]] (approx. 3‰ÛÒ4 minutes, or just until heated through).
                                                                                
== See also ==
",4,91
7266,Canadian Cheese Soup,"
* 3 Tbsp [[butter]]
* 1 medium [[carrot]] finely chopped
* 1 [[celery]] rib finely chopped
* å_ cup [[onion]] finely chopped
* ‰ÉÒ cup [[green bell pepper|green pepper]] finely chopped
* 4 [[mushroom]]s finely chopped
* å_ cup [[ham]] finely chopped (optional)
* å_ tsp [[paprika]]
* å_ cup [[flour]]
* 1 Tbsp [[cornstarch]]
* å_ qt [[chicken broth]]
* å_ qt [[milk]]
* ‰ÉÝ to å_ tsp [[cayenne pepper]]
* å_ lb process sharp [[Cheddar]] cheese grated
* [[salt]] and [[pepper]] to taste 
                                                                                
","== Directions ==
# In a large pot, melt [[butter]]. Add [[carrot]]s, [[celery]], [[Onion]], [[green bell pepper|green pepper]], [[mushroom]]s and [[Ham]]. Cook over medium heat until vegetables are tender.
# Add some of the [[chicken stock]] to the [[flour]] and [[cornstarch]]. Stir to blend. 
# Add broth to the pot and stir in the [[flour]] mixture. Stir until thickened. 
# Add the [[cayenne pepper]], [[salt]] and [[pepper]]. Stir in [[milk]], add [[cheese]] and do not let boil once the [[cheese]] and [[milk]] are in the pot or it will curdle.
# Check seasonings and adjust to taste. Serve.
",5,92
7309,Egg Drop Soup,"
* 3 cans [[chicken broth]] (10 oz each)
* 1 [[egg]], slightly beaten
* 2 tbsp chopped [[parsley]]
","== Directions ==
# Heat broth just to boiling.
# Blend in beaten [[egg]] very slowly,stirring constantly, just until [[egg]] cooks and separates into strings.
# Remove from heat and cool slightly.
# Ladle into bowls and sprinkle lightly with [[parsley]].
",4,93
7314,Fiskesuppe,"
* 4 large stalks of [[celery]]
* å_ cup [[salt]] [[Pork]]
* 1 medium [[Onion]]
* 1 - 1å_ cups (2å_ to 3å_ dl) fish meat
=== Cream Sauce ===
* å_ (å_ dl) cup [[butter]]
* 2 heaping tablespoons of white [[flour]]
* 2 cups (5 dl) [[milk]]
","== Directions ==
# Cook in [[water]] until tender.
# Dice å_ cup of [[salt]] [[Pork]] and fry well.
# Dice one medium [[Onion]]. 
# Dilute with fish broth.
# Then add [[celery]] and [[water]] in which it was cooked, the fried [[salt]] [[Pork]], and diced [[Onion]]. 
# The final addition is 1 to 1å_ cups fish meat. Cook for 30 minutes. 
# When serving, sprinkle individual bowls with chopped [[chives]].
=== Cream Sauce ===
# Melt å_ cup (å_ dl) of [[butter]], add 2 tablespoons of white [[flour]] and blend. 
# Dilute gradually with 2 cups [[milk]] .
# Simmer 7 to 8 minutes.
",10,94
7328,Zupa Kartoflana,"
* 3 medium [[potato]]es, sliced
* 2 stalks [[celery]]
* 1 large [[onion]], sliced thin
* 2 [[carrot]]s
* 1 sprig [[parsley]]
* 2 qt [[water]]
* 3 tbsp [[butter]]
* 1 tbsp [[flour]]
* 1 cup hot [[milk]]
* [[salt]] and [[pepper]] to taste
","== Directions ==
# Cover vegetables with [[water]], add seasoning and cook until well done.
# Force through sieve.
# Heat [[butter]] until light brown, stir in [[flour]], and let mixture cook until it bubbles and is well blended.
# Gradually add hot [[milk]] to the [[flour]] mixture and let simmer just below the boiling point until mixture is smooth and thick.
# Add to strained vegetables and let simmer until smooth and thickened.
# Sprinkle with chopped [[parsley]] and serve with [[egg barley]].
",6,95
7340,Purresuppe,"
* 3 T. [[butter]]
* 3 [[leek]]s, sliced
* 5 [[potato]]es, medium
* 2 [[carrot]]s, medium
* å_ cup (å_ dl) [[flour]]
* 1 quart (liter) [[beef broth]]
* 2 [[egg]] yolks, slightly beaten
* 1 tsp. [[salt]]
* å_ tsp. peper
* Fresh [[parsley]], chopped
","== Directions ==
# Melt the [[butter]] .
# Cut the [[leek]]s in half and wash .
# Dice the [[potato]]es and [[carrot]]s and add with the [[leek]]s to the saucepan.
# Cook five minutes while stirring . 
# Add [[flour]] , remove from heat and add broth all at once while continuing to stir.
# Reduce heat and let simmer . 
# Pour soup over [[egg]] yolks, a little at a time, stirring constantly. 
# Season with [[salt]] and [[pepper]] to taste. 
# Sprinkle with fresh [[parsley]]. 
# Serve at once.
",10,96
7440,Shish Kebab,"
* 2 cloves [[garlic]]
* 60 ml [[lemon juice]]
* 2 ml [[salt]]
* 25 ml [[olive oil]]
* 250 g [[lamb]], [[chicken]] or [[beef]], cut into cubes
* 1 large [[green bell pepper|green pepper]], cut into squares
* 2 [[tomato]]es, cut into cubes
* 1 large [[onion]], cut into wedges
","== Directions ==
# Crush [[garlic]] with the flat of a knife.
# In a small bowl, mash [[garlic]] and [[salt]] until it forms a paste.
# Add [[lemon juice]] and [[oil]]. Stir.
# Add [[lamb]] and marinate for 2 hours or overnight.
# Thread [[lamb]] onto skewers, alternating with [[pepper]] squares, [[tomato]] cubes, and [[onion]] wedges.
# Grill the kebabs, turning the skewers so that all sides are cooked.
",6,97
7663,Figgy Duff,"
* å_ cup [[butter]]
* 2 cups [[flour]]
* 1 [[egg]]
* å_ cup [[granulated sugar|sugar]]
* 2 tsp [[baking powder]]
* å_ cup [[milk]] or [[water]]
* 1 cup [[raisins]]
* pinch [[salt]] 
                                                                                
","== Directions ==
# Combine dry ingredients and add [[milk]] and [[egg]]. 
# Place in cloth bag and boil for one hour in pot of [[water]].
# Ingredients can also be steamed in a pudding mild.
# To make a plain duff follow same recipe but omit [[raisins]].
",4,98
7794,Potato Pierogi,"
=== Dough ===
* 2 large [[egg]]s
* å_ teaspoon [[salt]]
* 2 cups [[flour]]
* 2 ounces [[cream cheese]]
* [[water]], as needed depends on how dry [[flour]] is
=== Filling ===
* your favorite mashed [[potato]]es
* sautÌ©ed [[onion]]s
* [[sour cream]]
","== Directions ==
# In a food processor with the blade pulse [[flour]] and [[salt]].
# Add [[egg]]s and [[cream cheese]] run processor till crumbly about 20 seconds.
# Then through tube slowly add luke warm [[water]] till dough comes into a ball.
# Process 6 seconds.
# If sticky just add a little more [[flour]].
# Let rest 20 minutes.
# Roll half the dough on floured surface to about 1/16 inch thick.
# Cut out 5 inch circles using a glass or cookie form.
# Fill each circle with about 2 tablespoons of filling.
# Fold over making sure edges are sealed.
# If dough won`t seal lightly brush [[water]] on edges and pinch together.
# Continue till all dough and filling is used up.
# Cook in salted boiling [[water]] with [[olive oil]].
# Cook 10 at a time do not over crowd.
# Stir to avoid sticking.
# About 3 minutes.
# Remove with slotted spoon and place in bowl.
# Add sautÌ©ed [[onion]]s and [[butter]] to coat.
# Repeat till all are cooked.
# You can serve with [[sour cream]].
# After boiling you can also pan fry in [[butter]] and [[onion]]s till golden brown.
__NOTOC__
",21,99
7802,Golabki,"
* 1-2head [[cabbage]]
* 2slices stale bread
* 3/4lb ground [[Beef]]
* 1 onion, minced
* 2tablespoons [[butter]]
* 1 egg
* 1 1/4teaspoons [[salt]]
* 1/2teaspoon [[pepper]]
* 1cup [[beef broth]]
;Sauce
* 3tablespoons [[flour]]
* 3tablespoons [[butter]]
* 3tablespoons [[tomato]] paste
* [[salt]]
* [[pepper]]
* [[Granulated sugar|Sugar]]
* [[paprika]]
","== Directions ==
# Boil [[cabbage]] long enough that leaves separate without tearing. 
# Select 10 to 12 of the largest leaves and trim off midribs so leaves become easy to roll. 
# Soak bread in [[water]] and squeeze out. 
# Combine with meat and mix thouroughly. 
# Cook [[Onion]] in [[butter]] until golden.
# Add with [[egg]] and [[salt]] and [[pepper]] to meat mixture. 
# Divide into as many portions as there are [[cabbage]] leaves and spread evenly on leaves. 
# Roll firmly, tucking edges so stuffing will not escape and secure with cotton thread, if desired. If there are not enough large leaves, use 2 small leaves. 
# Slice some of the remaining [[cabbage]] and place in the bottom of a large pot. 
# Arrange [[cabbage]] rolls tightly on top and add broth. 
# Bring to a boil, cover and simmer over low heat for about 30 minutes.
# Arrange on hot platter, pour sauce over top and serve with hot boiled [[potato]]es. 
;Sauce: 
# Make a roux with the [[flour]] and [[butter]]. 
# Add [[tomato]] paste and broth from the stuffed [[cabbage]] and stir until smooth and bubbly.
# Add [[salt]], [[pepper]], [[Granulated sugar|Sugar]] and [[paprika]] to taste and simmer for about 5 minutes.
__NOTOC__
",15,100
7831,Fried Norwegian Cookies,"
* 2 large [[egg]]s, at room temperature
* 3 tablespoons [[granulated sugar]]
* å_ cup [[butter]], melted
* 2 tablespoons [[milk]]
* 1 teaspoon [[vanilla]]
* 1å_ ‰ÛÒ 2 cups [[all-purpose flour]]
* [[vegetable oil]]
* [[powdered sugar]]
","== Directions ==
# Beat [[egg]]s and [[granulated sugar|sugar]] in large bowl.
# Beat in [[butter]], [[milk]] and [[vanilla]].
# Gradually add 1å_ cups [[flour]].
# Beat at low speed.
# Stir in remaining [[flour]].
# Divide dough into 4 portions; cover and refrigerate.
# Shape 1 portion dough at a time into 1-inch-thick square.
# Place dough on lightly floured surface.
# Roll out dough to 11-inch square.
# Cut dough into 1å_-inch strips; cut strips diagonally at 2-inch intervals.
# Cut 1å_-inch slit vertically down center of each strip.
# Insert one end of strip through cut to form twist.
# Heat [[oil]] in large saucepan to 365å¡F.
# Place 12 cookies at a time in hot [[oil]].
# Fry about 1å_ minutes, turning cookies once with slotted spoon.
# Drain on paper towels.
# Dust cookies with [[powdered sugar]].
",17,101
7833,Irish Potato Salad,"
* 2 lbs baking [[potato]]es
* 2 tablespoons [[red wine vinegar]]
* 3 stalks [[celery]], chopped
* å_ medium sweet [[onion]], diced
* 3 hard-boiled [[egg]]s, chopped
* [[salt]] and fresh ground [[pepper]]
* 1 cup [[mayonnaise]] 
=== Garnish ===
* chilled [[lettuce]] leaves 
* 3 hard-boiled [[egg]]s, sliced 
* [[paprika]] 
","== Directions ==
# Boil [[potato]]es with skin on until cooked.
# Drain, peel and slice in halves.
# Cut [[potato]]es in small chunks.
# Put in bowl and sprinkle with [[vinegar]].
# Add [[celery]], [[onion]], [[egg]]s, [[pepper]] and [[mayonnaise]].
# Mix well.
# When ready to serve, lay out [[lettuce]] leaves on a platter.
# Put [[potato]] salad.
# Top with [[egg]] slices and sprinkle with a little [[paprika]].
__NOTOC__
",9,102
8073,Irish Potato and Apple Cake,"
* 1 lb mashed [[potato]]es
* 1/2 cup [[flour]]
* 2 cooking [[Apple]]s, peeled, cored and sliced
","== Directions ==
# Mix [[flour]] and mashed [[potato]]es by hand until you get a smooth dough. 
# Roll out dough on a lightly floured surface. 
# Cut into quarters. Put [[Apple]] slices on 2 dough quarters. 
# Cover with remaining dough quarters to make 2 &quot;sandwiches&quot;. 
# Fry in [[butter]] until golden brown on both sides. 
# Make a cross on the top, open and place [[butter]] and [[Granulated sugar|Sugar]] inside.
__NOTOC__
",6,103
8260,Ghee I,"
* One or more pounds of [[unsalted butter]]
","== Directions ==
# Place butter in a heavy medium-size saucepan.
# Simmer over medium heat while stirring,'''BE CAREFULL NOT TO BURN'''.
# The milk solids will separate and settle in the bottom of the pan.
# After about 15 min. remove from heat and pass through a sieve.
# Place in a sterile sealed jar.
# Shelf life is 4 months ''NO REFRIGERATION REQUIRED''.
# You can leave on stove where it is handy to add to almost any dish.
",7,104
8421,Kopytka,"
* 5 [[potato]]es, cooked and mashed
* 1 [[egg]]
* [[flour]]
","== Directions ==
# Mix the [[potato]]es with the [[egg]] and add [[flour]] until you have a loose dough that does not stick to your fingers.
# Roll out the dough on a floured board and cut into thin noodle strips.
# Bring some salted [[water]] to boil and drop the noodles into it.
# They are ready when they float to the surface. 
",4,105
9072,Cajun Tomato Chicken Salad,"
* 1å_ tablespoons [[lemon juice]]
* 2 cloves [[garlic]], minced
* å_ teaspoon [[thyme]]
* å_ teaspoon [[salt]]
* å_ teaspoon [[pepper]]
* ‰ÉÝ teaspoon [[cayenne pepper]]
* å_ cup nonfat plain [[yogurt]]
* 3 cups cubed cooked [[chicken]]
* 1 cup thinly sliced [[green onions]]
* å_ cup diced [[green bell pepper]]s
* å_ cup diced [[celery]]
* 3 cups seeded and diced fresh [[tomato]]es (about 1å_ lbs)
","== Directions ==
# Combine [[lemon juice]] and next five ingredients.
# Beat in [[yogurt]].
# Gently fold [[chicken]] and next 3 ingredients into dressing and chill.
# Just before serving, fold in [[tomato]]es.
",4,106
9121,Calas,"
* 6 tablespoons [[flour]]
* 3 tablespoons [[granulated sugar|sugar]]
* 2 teaspoons [[baking powder]]
* å_ teaspoon [[salt]]
* å_ teaspoon [[vanilla]]
* 2 cups cooked [[rice]]
* 2 [[egg]]s
* 1 pinch [[nutmeg]]
* cooking [[oil]]
* [[powdered sugar]]
","== Directions ==
# Mix together the [[flour]], [[granulated sugar|sugar]], [[baking powder]], [[salt]], and [[vanilla]].
# Thoroughly mix the [[rice]] and [[egg]]s together in a separate bowl.
# Add the dry ingredients to the [[rice]] and [[egg]] mixture.
# When thoroughly mixed, drop by spoonfuls into the hot deep fat (about 360å¡F) and fry until brown.
# Drain on paper towel.
# Sprinkle with [[powdered sugar]] and serve while hot.
# Other variations are to serve with honey.
",7,107
9397,Ginger Tea,"
* One or more cups of [[water]]
* 2 or 3 Slices of [[ginger]] 
* 1 tsp. Of [[lemon juice]] (optional)
* 1 tsp. Of [[honey]] (optional)
","== Directions ==
# Place [[water]] in pot with [[ginger]] slices and bring to a boil.
# It will start to fizz, turn down heat.
# Simmer for about 5 minutes. until dark yellow.
# Add optional ingredients if you like. 
== See Also ==
* [[The Root to Health]]
",4,108
9527,Easy Blueberry (or Cherry) Cheesecake,"=
* 2 packages of graham crackers (18 &quot;cracker sheets&quot;) 
* 1/2 cup (1 stick) [[butter]] or [[margarine]]
 
","== Directions ==
# Crush the graham crackers (I put 4 or 5 &quot;cracker sheets&quot; at a time into a sturdy plastic freezer bag and crush them with a rolling pin). 
# Put cracker crumbs into a medium-sized bowl and pour melted [[butter]]/[[margarine]] over the crumbs. 
# Mix thoroughly. 
# Press into a 9x13 ungreased pan. 
== Batter ==
=== Ingredients ===
* 8 ounces of [[cream cheese]] (softened) 
* 1 [[egg]] 
* 1 can (14 ounces) sweetened, [[sweetened condensed milk|condensed milk]] 
* 3 tablespoons [[lemon juice]] 
* 1 can (21 ounces) of [[blueberry]] or [[cherry]] pie filling 
== Directions ==
# Use an electric mixer to beat the [[cream cheese]] and [[sweetened condensed milk]] until smooth (a minute or two). 
# Add the [[lemon juice]] and [[egg]] and beat on high speed for another minute. 
# Pour the batter over the graham cracker crust. 
# Drop the canned pie filling into the batter by spoonfuls at evenly-placed intervals. 
# Bake at 300 degrees for 55 minutes. 
# Allow to cool completely before cutting. 
# Store in the refrigerator. 
* LeAnn Ralph may be contacted at http://ruralroute2.com bigpines@ruralroute2.com
* LeAnn R. Ralph is the author of the books: &quot;Christmas in Dairyland (True Stories from a Wisconsin Farm)&quot; ( August 2003), &quot;Preserve Your Family History (A Step-by-Step Guide for Writing Oral Histories)&quot; (e-book, April 2004), and &quot;Give Me a Home Where the Dairy Cows Roam&quot; (Oct. 2004). 
* You are invited to sign up for LeAnn's FREE! monthly e-mail newsletter, Rural Route 2 News &amp; Updates. 
* Visit ‰ÛÓ http://ruralroute2.com
",11,109
9530,Homemade Breadsticks,"
* 2 cups [[flour]] 
* 3 teaspoons [[Granulated sugar|Sugar]] 
* 1 teaspoon [[baking powder]] 
* 1/2 teaspoon [[salt]] 
* 1 cup [[milk]] 
","== Directions ==
# Mix the above ingredients. 
# Roll into a rectangle approximately 8 inches by 10 inches. 
# Cut into sticks (4 inches by 1 inch). 
# Cover the bottom of a 9x13 pan with canola and/or [[olive oil]]. 
# Put the [[breadsticks]] in the pan. 
# Turn over to coat both sides with [[oil]]. 
# Sprinkle with [[garlic powder]] (if desired). 
# Bake at 400 degrees for 20 to 25 minutes until golden brown. 
Makes about 2 dozen [[breadsticks]]. 
== Variation ==
Breakfast treats: Instead of [[garlic]], sprinkle with [[Granulated sugar|Sugar]] and [[cinnamon]] before baking. 
== Contributed By: ==
LeAnn Ralph may be contacted at http://ruralroute2.com bigpines@ruralroute2.com
LeAnn R. Ralph is the author of the books: &quot;Christmas in Dairyland (True Stories from a Wisconsin Farm)&quot; ( August 2003), &quot;Preserve Your Family History (A Step-by-Step Guide for Writing Oral Histories)&quot; (e-book, April 2004), and &quot;Give Me a Home Where the Dairy Cows Roam&quot; (Oct. 2004). You are invited to sign up for LeAnn's FREE! monthly e-mail newsletter, Rural Route 2 News &amp; Updates. Visit ‰ÛÓ http://ruralroute2.com
",8,110
10060,Polish Raisin Scones,"
* 2 cups [[flour]]
* 2 tablespoons [[granulated sugar|sugar]]
* 2 teaspoons [[baking powder]]
* å_ teaspoon [[salt]]
* å_ teaspoon [[baking soda]]
* å_ teaspoon [[nutmeg]]
* å_ cup cold [[butter]]
* 1 cup [[raisins]]
* å_ cup [[buttermilk]]
* 1 [[egg white]], additional [[granulated sugar|sugar]] for top
","== Directions ==
# Combine dry ingredients.
# Cut in [[butter]] to coarse crumbs.
# Stir in [[raisins]] and [[buttermilk]].
# Stir just until moistened.
# Place on floured surface, knead a few times (6 ‰ÛÒ 8).
# Pat into an 8in circle, cut into 12 wedges.
# Place on greased cookie sheet.
# Beat [[egg white]] until foamy, brush scones.
# Sprinkle with [[granulated sugar|sugar]]. 
# Bake at 400å¡F for 15 minutes or until golden brown.
",10,111
